Responsible_actor;SUMleges;Case ID;label;Aanleg (Uitvoeren werk of werkzaamheid);Bouw;Brandveilig gebruik (vergunning);Gebiedsbescherming;Handelen in strijd met regels RO;Inrit/Uitweg;Kap;Milieu (neutraal wijziging);Milieu (omgevingsvergunning beperkte milieutoets);Milieu (vergunning);Monument;Reclame;Sloop;Activity;monitoringResource;question;org:resource;time:timestamp;timesincemidnight;month;weekday;hour;timesincelastevent;timesincecasestart;event_nr;open_cases
560849;126.45;4282897;regular;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_030_1;560849;EMPTY;560752;2010-10-28 06:49:20;409;10;3;6;0.6;3409.3333333333335;7;9
560849;126.45;4282897;regular;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_040;560849;False;560752;2010-10-28 06:50:24;410;10;3;6;1.0666666666666667;3410.4;8;9
560849;126.45;4282897;regular;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_060;560849;True;560752;2010-10-28 06:50:27;410;10;3;6;0.05;3410.45;9;9
560849;126.45;4282897;regular;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_065_1;560849;EMPTY;560752;2010-10-28 06:51:24;411;10;3;6;0.95;3411.4;10;9
560849;126.45;4282897;regular;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_100;560849;EMPTY;560752;2010-10-28 06:51:37;411;10;3;6;0.21666666666666667;3411.616666666667;11;9
560852;1438.3435;4284682;deviant;0;1;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_015;560852;EMPTY;560781;2010-10-28 08:22:48;502;10;3;8;622.8;495922.8;4;9
560852;1438.3435;4284682;deviant;0;1;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_020;560852;False;560781;2010-10-28 08:22:53;502;10;3;8;0.08333333333333333;495922.88333333336;5;9
1550894;14839.649;4286993;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_030_2;1550894;EMPTY;560781;2010-10-28 22:00:00;1320;10;3;22;0.0;0.0;1;10
1550894;14839.649;4286993;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_010;1550894;EMPTY;560781;2010-10-29 09:42:24;582;10;4;9;702.4;702.4;2;10
1550894;14839.649;4286993;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_015;1550894;EMPTY;560781;2010-10-29 09:55:38;595;10;4;9;13.233333333333333;715.6333333333333;3;10
1550894;14839.649;4286993;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_020;1550894;False;560781;2010-10-29 09:55:42;595;10;4;9;0.06666666666666667;715.7;4;10
1550894;14839.649;4286993;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_030_1;1550894;EMPTY;560781;2010-10-29 09:55:45;595;10;4;9;0.05;715.75;5;10
560812;0.0;4291537;regular;0;0;0;0;0;0;1;0;0;0;0;0;0;01_HOOFD_010;560821;EMPTY;560821;2010-10-30 22:00:00;1320;10;5;22;0.0;0.0;1;11
560812;0.0;4312455;regular;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_010;560812;EMPTY;560821;2010-11-01 23:00:00;1380;11;0;23;0.0;0.0;1;12
560849;126.45;4312831;deviant;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_010;560849;EMPTY;560821;2010-11-02 23:00:00;1380;11;1;23;0.0;0.0;1;13
1550894;4900.359;4258780;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_100;4051819;EMPTY;560752;2010-11-03 23:00:00;1380;11;2;23;10896.933333333332;20220.0;11;13
560812;0.0;4271177;regular;0;0;0;0;0;0;1;0;0;0;0;0;0;01_HOOFD_100;560812;EMPTY;560752;2010-11-03 23:00:00;1380;11;2;23;12496.9;15900.0;9;13
560849;126.45;4282897;regular;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_100;560849;EMPTY;560752;2010-11-03 23:00:00;1380;11;2;23;9608.383333333333;13020.0;12;13
560852;1438.3435;4284682;deviant;0;1;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_100;560852;EMPTY;560752;2010-11-03 23:00:00;1380;11;2;23;9517.116666666667;505440.0;6;13
1550894;73.7625;4304513;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_030_2;1550894;EMPTY;560821;2010-11-04 23:00:00;1380;11;3;23;0.0;0.0;1;15
560812;0.0;4312455;regular;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_030_2;560812;EMPTY;560821;2010-11-04 23:00:00;1380;11;3;23;4320.0;4320.0;2;15
1550894;705.80176;4320251;deviant;0;1;0;0;0;0;0;0;0;0;1;0;0;01_HOOFD_010;1550894;EMPTY;560752;2010-11-04 23:00:00;1380;11;3;23;0.0;0.0;1;15
1550894;4900.359;4258780;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;05_EIND_010;4051819;False;1550894;2010-11-05 08:46:31;526;11;4;8;2026.5166666666667;22246.516666666666;12;15
1550894;4900.359;4258780;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;06_VD_010;4051819;False;1550894;2010-11-05 08:46:42;526;11;4;8;0.18333333333333332;22246.7;13;15
1550894;4900.359;4258780;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_110;4051819;EMPTY;1550894;2010-11-05 08:48:10;528;11;4;8;1.4666666666666666;22248.166666666668;14;15
1550894;4900.359;4258780;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_120;1550894;EMPTY;1550894;2010-11-05 08:48:15;528;11;4;8;0.08333333333333333;22248.25;15;15
1550894;4900.359;4258780;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_130;1550894;False;1550894;2010-11-05 08:48:20;528;11;4;8;0.08333333333333333;22248.333333333332;16;15
1550894;4900.359;4258780;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_170;1550894;False;1550894;2010-11-05 08:48:39;528;11;4;8;0.31666666666666665;22248.65;17;15
1550894;4900.359;4258780;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_200;1550894;True;1550894;2010-11-05 08:48:46;528;11;4;8;0.0;22248.766666666666;18;15
1550894;4900.359;4258780;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_205;1550894;EMPTY;1550894;2010-11-05 08:48:46;528;11;4;8;0.11666666666666667;22248.766666666666;19;15
1550894;73.7625;4304513;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_010;1550894;EMPTY;560821;2010-11-05 10:39:10;639;11;4;10;699.1666666666666;699.1666666666666;2;15
1550894;73.7625;4304513;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_015;1550894;EMPTY;560821;2010-11-05 10:58:16;658;11;4;10;19.1;718.2666666666667;3;15
1550894;73.7625;4304513;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_020;1550894;False;560821;2010-11-05 10:58:25;658;11;4;10;0.15;718.4166666666666;4;15
1550894;73.7625;4304513;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_030_1;1550894;EMPTY;560821;2010-11-05 10:58:35;658;11;4;10;0.16666666666666666;718.5833333333334;5;15
1550894;4900.359;4258780;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_250;1550894;EMPTY;1550894;2010-11-05 14:48:00;888;11;4;14;359.23333333333335;22608.0;20;15
560812;0.0;4271177;regular;0;0;0;0;0;0;1;0;0;0;0;0;0;01_HOOFD_510_2;560812;EMPTY;560752;2010-11-07 23:00:00;1380;11;6;23;0.0;21660.0;10;15
560812;0.0;4271177;regular;0;0;0;0;0;0;1;0;0;0;0;0;0;01_HOOFD_190_2;560812;EMPTY;560752;2010-11-07 23:00:00;1380;11;6;23;0.0;21660.0;11;15
560812;0.0;4271177;regular;0;0;0;0;0;0;1;0;0;0;0;0;0;01_HOOFD_490_3;560812;EMPTY;560752;2010-11-07 23:00:00;1380;11;6;23;5760.0;21660.0;12;15
560812;0.0;4291537;regular;0;0;0;0;0;0;1;0;0;0;0;0;0;01_HOOFD_510_2;560812;EMPTY;560752;2010-11-07 23:00:00;1380;11;6;23;0.0;11580.0;2;15
560812;0.0;4291537;regular;0;0;0;0;0;0;1;0;0;0;0;0;0;01_HOOFD_490_3;560812;EMPTY;560752;2010-11-07 23:00:00;1380;11;6;23;11580.0;11580.0;3;15
560812;0.0;4289494;regular;0;0;0;0;0;0;1;0;0;0;0;0;0;01_HOOFD_190_2;560812;EMPTY;560752;2010-11-08 23:00:00;1380;11;0;23;0.0;17340.0;2;16
560812;0.0;4289494;regular;0;0;0;0;0;0;1;0;0;0;0;0;0;01_HOOFD_065_2;560812;EMPTY;560752;2010-11-08 23:00:00;1380;11;0;23;17340.0;17340.0;3;16
560812;0.0;4291537;regular;0;0;0;0;0;0;1;0;0;0;0;0;0;01_HOOFD_190_2;560812;EMPTY;560752;2010-11-08 23:00:00;1380;11;0;23;0.0;13020.0;4;16
560812;0.0;4291537;regular;0;0;0;0;0;0;1;0;0;0;0;0;0;01_HOOFD_065_2;560812;EMPTY;560821;2010-11-08 23:00:00;1380;11;0;23;1440.0;13020.0;5;16
1550894;73.7625;4304513;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_190_2;1550894;EMPTY;560752;2010-11-08 23:00:00;1380;11;0;23;0.0;5760.0;6;16
1550894;73.7625;4304513;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_065_2;1550894;EMPTY;560821;2010-11-08 23:00:00;1380;11;0;23;5041.416666666667;5760.0;7;16
560812;0.0;4312455;regular;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_190_2;560812;EMPTY;560752;2010-11-08 23:00:00;1380;11;0;23;0.0;10080.0;3;16
560812;0.0;4312455;regular;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_065_2;560812;EMPTY;560752;2010-11-08 23:00:00;1380;11;0;23;5760.0;10080.0;4;16
560849;126.45;4312831;deviant;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_065_2;560849;EMPTY;560821;2010-11-08 23:00:00;1380;11;0;23;8640.0;8640.0;2;16
560812;0.0;4314437;regular;0;0;0;0;0;0;1;0;0;0;0;0;0;01_HOOFD_010;560752;EMPTY;560752;2010-11-08 23:00:00;1380;11;0;23;0.0;0.0;1;16
1550894;73.7625;4304513;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_040;1550894;False;560821;2010-11-09 08:27:56;507;11;1;8;567.9333333333333;6327.933333333333;8;16
1550894;73.7625;4304513;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_060;1550894;True;560821;2010-11-09 08:28:07;508;11;1;8;0.18333333333333332;6328.116666666667;9;16
1550894;73.7625;4304513;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_065_1;1550894;EMPTY;560821;2010-11-09 08:29:38;509;11;1;8;1.5166666666666666;6329.633333333333;10;16
1550894;73.7625;4304513;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_100;1550894;EMPTY;560821;2010-11-09 08:54:15;534;11;1;8;24.616666666666667;6354.25;11;16
560812;0.0;4291537;regular;0;0;0;0;0;0;1;0;0;0;0;0;0;01_HOOFD_015;560812;EMPTY;560821;2010-11-09 10:35:53;635;11;1;10;695.8833333333333;13715.883333333333;6;16
560812;0.0;4291537;regular;0;0;0;0;0;0;1;0;0;0;0;0;0;01_HOOFD_020;560812;True;560821;2010-11-09 10:36:02;636;11;1;10;0.15;13716.033333333333;7;16
560812;0.0;4291537;regular;0;0;0;0;0;0;1;0;0;0;0;0;0;01_HOOFD_040;560812;False;560821;2010-11-09 10:36:14;636;11;1;10;0.2;13716.233333333334;8;16
560812;0.0;4291537;regular;0;0;0;0;0;0;1;0;0;0;0;0;0;01_HOOFD_060;560812;True;560821;2010-11-09 10:36:21;636;11;1;10;0.11666666666666667;13716.35;9;16
560812;0.0;4291537;regular;0;0;0;0;0;0;1;0;0;0;0;0;0;01_HOOFD_065_1;560812;EMPTY;560821;2010-11-09 10:37:04;637;11;1;10;0.7166666666666667;13717.066666666668;10;16
560812;0.0;4291537;regular;0;0;0;0;0;0;1;0;0;0;0;0;0;01_HOOFD_100;560812;EMPTY;560821;2010-11-09 10:37:28;637;11;1;10;0.4;13717.466666666667;11;16
560812;0.0;4289494;regular;0;0;0;0;0;0;1;0;0;0;0;0;0;01_HOOFD_015;560812;EMPTY;560821;2010-11-09 11:06:56;666;11;1;11;726.9333333333333;18066.933333333334;4;16
560812;0.0;4289494;regular;0;0;0;0;0;0;1;0;0;0;0;0;0;01_HOOFD_020;560812;True;560821;2010-11-09 11:07:04;667;11;1;11;0.13333333333333333;18067.066666666666;5;16
560812;0.0;4289494;regular;0;0;0;0;0;0;1;0;0;0;0;0;0;01_HOOFD_040;560812;False;560821;2010-11-09 11:07:09;667;11;1;11;0.08333333333333333;18067.15;6;16
560812;0.0;4289494;regular;0;0;0;0;0;0;1;0;0;0;0;0;0;01_HOOFD_060;560812;True;560821;2010-11-09 11:07:13;667;11;1;11;0.06666666666666667;18067.216666666667;7;16
560812;0.0;4289494;regular;0;0;0;0;0;0;1;0;0;0;0;0;0;01_HOOFD_065_1;560812;EMPTY;560821;2010-11-09 11:09:16;669;11;1;11;2.05;18069.266666666666;8;16
560812;0.0;4312455;regular;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_015;560812;EMPTY;560821;2010-11-09 11:31:31;691;11;1;11;751.5166666666667;10831.516666666666;5;16
560812;0.0;4312455;regular;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_020;560812;False;560821;2010-11-09 11:31:35;691;11;1;11;0.06666666666666667;10831.583333333334;6;16
560812;0.0;4312455;regular;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_030_1;560812;EMPTY;560821;2010-11-09 11:32:44;692;11;1;11;1.15;10832.733333333334;7;16
560812;0.0;4312455;regular;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_040;560812;False;560821;2010-11-09 11:33:00;693;11;1;11;0.26666666666666666;10833.0;8;16
560812;0.0;4312455;regular;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_060;560812;True;560821;2010-11-09 11:33:06;693;11;1;11;0.1;10833.1;9;16
560812;0.0;4312455;regular;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_065_1;560812;EMPTY;560821;2010-11-09 11:33:54;693;11;1;11;0.8;10833.9;10;16
